LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
E01000195,Barnet 013A,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1788","1788","0",56.7000,"697",2.6000
E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1802","1802","0",73.3000,"896",2.0000
E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,"1830","1827","3",66.1000,"707",2.6000
E01000198,Barnet 025A,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1893","1893","0",57.5000,"685",2.8000
E01000199,Barnet 025B,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1617","1617","0",47.8000,"671",2.4000
E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1845","1839","6",66.4000,"863",2.1000
E01000201,Barnet 028C,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1531","1531","0",38.9000,"517",3.0000
E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1751","1751","0",77.5000,"648",2.7000
E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1718","1646","72",56.3000,"613",2.7000
E01000204,Barnet 025C,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1728","1728","0",54.6000,"687",2.5000
E01000205,Barnet 035A,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1522","1522","0",40.0000,"619",2.5000
E01000206,Barnet 033B,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1576","1490","86",11.9000,"514",2.9000
E01000207,Barnet 033C,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1583","1583","0",45.6000,"608",2.6000
E01000208,Barnet 033D,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1594","1591","3",39.2000,"619",2.6000
E01000209,Barnet 035B,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1563","1550","13",38.9000,"747",2.1000
E01000210,Barnet 033E,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1548","1548","0",31.2000,"600",2.6000
E01000211,Barnet 035C,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"2014","2014","0",73.5000,"861",2.3000
E01000212,Barnet 035D,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1428","1428","0",41.1000,"529",2.7000
E01000213,Barnet 033F,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1438","1438","0",33.9000,"465",3.1000
E01000214,Barnet 038E,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,"1663","1663","0",50.2000,"717",2.3000
E01000215,Barnet 037B,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"2033","2033","0",92.9000,"680",3.0000
E01000216,Barnet 035E,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1968","1947","21",100.9000,"684",2.8000
E01000217,Barnet 035F,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1725","1716","9",80.4000,"521",3.3000
E01000218,Barnet 037C,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1818","1798","20",119.8000,"573",3.1000
E01000219,Barnet 037D,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1905","1897","8",99.6000,"581",3.3000
E01000220,Barnet 037E,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1871","1731","140",122.0000,"593",2.9000
E01000221,Barnet 039B,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,"1294","1279","15",30.7000,"485",2.6000
E01000222,Barnet 040C,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,"1582","1582","0",38.0000,"506",3.1000
E01000223,Barnet 039C,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,"1287","1287","0",23.6000,"478",2.7000
E01000224,Barnet 040D,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,"1559","1559","0",97.1000,"524",3.0000
E01000225,Barnet 037F,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1776","1761","15",57.2000,"529",3.3000
E01000226,Barnet 018D,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1758","1758","0",101.6000,"630",2.8000
E01000227,Barnet 018E,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1854","1805","49",72.5000,"603",3.0000
E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1481","1481","0",5.1000,"475",3.1000
E01000229,Barnet 013B,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1667","1667","0",59.5000,"600",2.8000
E01000230,Barnet 013C,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1785","1757","28",65.8000,"650",2.7000
E01000231,Barnet 013D,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1849","1849","0",50.7000,"654",2.8000
E01000232,Barnet 013E,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1837","1811","26",61.6000,"706",2.6000
E01000233,Barnet 013F,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1817","1817","0",68.6000,"635",2.9000
E01000234,Barnet 021D,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,"1701","1701","0",61.6000,"650",2.6000
E01000235,Barnet 021E,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,"1688","1688","0",48.1000,"582",2.9000
E01000236,Barnet 034A,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"1860","1860","0",81.1000,"674",2.8000
E01000237,Barnet 032A,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"2038","2038","0",62.8000,"740",2.8000
E01000238,Barnet 034B,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"1963","1961","2",92.9000,"615",3.2000
E01000239,Barnet 031A,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1970","1970","0",45.9000,"877",2.2000
E01000240,Barnet 031B,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1670","1670","0",37.9000,"582",2.9000
E01000241,Barnet 031C,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1744","1744","0",51.3000,"696",2.5000
E01000242,Barnet 032B,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1656","1592","64",59.9000,"597",2.7000
E01000243,Barnet 032C,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1884","1884","0",102.6000,"791",2.4000
E01000244,Barnet 032D,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1705","1532","173",76.2000,"582",2.6000
E01000245,Barnet 032E,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1982","1982","0",109.4000,"811",2.4000
E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1503","1498","5",14.0000,"654",2.3000
E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1691","1691","0",63.7000,"746",2.3000
E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1661","1613","48",61.3000,"666",2.4000
E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1525","1510","15",18.8000,"572",2.6000
E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"2232","2219","13",38.4000,"979",2.3000
E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1846","1824","22",82.7000,"947",1.9000
E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1609","1609","0",68.5000,"753",2.1000
E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1691","1610","81",5.1000,"597",2.7000
E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1549","1497","52",10.1000,"622",2.4000
E01000255,Barnet 017A,E02000040,Barnet 017,E09000003,Barnet,E12000007,London,"1481","1481","0",13.9000,"527",2.8000
E01000256,Barnet 016A,E02000039,Barnet 016,E09000003,Barnet,E12000007,London,"1788","1788","0",31.8000,"656",2.7000
E01000257,Barnet 017B,E02000040,Barnet 017,E09000003,Barnet,E12000007,London,"1855","1855","0",27.3000,"724",2.6000
E01000258,Barnet 016B,E02000039,Barnet 016,E09000003,Barnet,E12000007,London,"1658","1658","0",20.8000,"696",2.4000
E01000259,Barnet 025D,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"2597","2597","0",20.2000,"980",2.7000
E01000260,Barnet 025E,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1982","1982","0",24.3000,"761",2.6000
E01000261,Barnet 017C,E02000040,Barnet 017,E09000003,Barnet,E12000007,London,"1601","1513","88",13.4000,"646",2.3000
E01000262,Barnet 017D,E02000040,Barnet 017,E09000003,Barnet,E12000007,London,"2260","2245","15",10.2000,"752",3.0000
E01000263,Barnet 016C,E02000039,Barnet 016,E09000003,Barnet,E12000007,London,"1581","1581","0",40.1000,"499",3.2000
E01000264,Barnet 016D,E02000039,Barnet 016,E09000003,Barnet,E12000007,London,"1648","1648","0",43.6000,"634",2.6000
E01000265,Barnet 011A,E02000034,Barnet 011,E09000003,Barnet,E12000007,London,"1927","1927","0",91.4000,"791",2.4000
E01000266,Barnet 011B,E02000034,Barnet 011,E09000003,Barnet,E12000007,London,"1527","1511","16",23.8000,"511",3.0000
E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,E12000007,London,"1520","1520","0",54.4000,"567",2.7000
E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,E12000007,London,"1739","1680","59",68.9000,"745",2.3000
E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,E12000007,London,"1425","1425","0",52.5000,"535",2.7000
E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,E12000007,London,"1482","1482","0",58.8000,"626",2.4000
E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,E12000007,London,"1469","1461","8",42.9000,"582",2.5000
E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,E12000007,London,"1340","1266","74",28.5000,"468",2.7000
E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,E12000007,London,"1520","1497","23",46.2000,"648",2.3000
E01000274,Barnet 011C,E02000034,Barnet 011,E09000003,Barnet,E12000007,London,"1862","1862","0",69.7000,"699",2.7000
E01000275,Barnet 012A,E02000035,Barnet 012,E09000003,Barnet,E12000007,London,"1637","1544","93",49.4000,"644",2.4000
E01000276,Barnet 020A,E02000043,Barnet 020,E09000003,Barnet,E12000007,London,"1520","1520","0",29.6000,"506",3.0000
E01000277,Barnet 012B,E02000035,Barnet 012,E09000003,Barnet,E12000007,London,"1591","1561","30",86.0000,"777",2.0000
E01000278,Barnet 020B,E02000043,Barnet 020,E09000003,Barnet,E12000007,London,"1514","1514","0",55.0000,"498",3.0000
E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1449","1446","3",2.9000,"513",2.8000
E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1381","1381","0",13.6000,"497",2.8000
E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,E12000007,London,"1260","1221","39",46.8000,"480",2.5000
E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,E12000007,London,"1705","1705","0",32.2000,"639",2.7000
E01000283,Barnet 012C,E02000035,Barnet 012,E09000003,Barnet,E12000007,London,"1430","1430","0",43.3000,"480",3.0000
E01000284,Barnet 012D,E02000035,Barnet 012,E09000003,Barnet,E12000007,London,"1672","1671","1",60.6000,"780",2.1000
E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1449","1443","6",71.7000,"610",2.4000
E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1571","1538","33",58.4000,"654",2.4000
E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1589","1580","9",58.1000,"622",2.5000
E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1569","1565","4",46.6000,"568",2.8000
E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1817","1817","0",64.6000,"631",2.9000
E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1557","1557","0",7.6000,"674",2.3000
E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1575","1574","1",63.1000,"602",2.6000
E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1467","1460","7",51.0000,"629",2.3000
E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1722","1670","52",62.9000,"642",2.6000
E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,E12000007,London,"1599","1520","79",48.3000,"672",2.3000
E01000295,Barnet 023B,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,"1714","1703","11",83.9000,"686",2.5000
E01000296,Barnet 023C,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,"1707","1707","0",76.9000,"734",2.3000
E01000297,Barnet 027D,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"1434","1430","4",61.8000,"554",2.6000
E01000298,Barnet 023D,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,"1812","1763","49",68.1000,"733",2.4000
E01000299,Barnet 019A,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1809","1782","27",109.6000,"782",2.3000
E01000300,Barnet 019B,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1632","1632","0",94.1000,"667",2.4000
E01000301,Barnet 020C,E02000043,Barnet 020,E09000003,Barnet,E12000007,London,"1539","1508","31",53.6000,"528",2.9000
E01000302,Barnet 019C,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1763","1728","35",81.3000,"840",2.1000
E01000303,Barnet 020D,E02000043,Barnet 020,E09000003,Barnet,E12000007,London,"1567","1542","25",72.4000,"540",2.9000
E01000304,Barnet 020E,E02000043,Barnet 020,E09000003,Barnet,E12000007,London,"1556","1532","24",87.6000,"621",2.5000
E01000305,Barnet 036B,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"1657","1651","6",24.1000,"637",2.6000
E01000306,Barnet 036C,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"1696","1696","0",115.7000,"558",3.0000
E01000307,Barnet 039D,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,"1655","1655","0",33.0000,"530",3.1000
E01000308,Barnet 036D,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"1516","1516","0",28.7000,"669",2.3000
E01000309,Barnet 031D,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1822","1791","31",62.8000,"619",2.9000
E01000310,Barnet 034C,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"2029","1984","45",66.6000,"701",2.8000
E01000311,Barnet 034D,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"1632","1632","0",46.8000,"470",3.5000
E01000312,Barnet 036E,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"1672","1672","0",114.1000,"710",2.4000
E01000313,Barnet 036F,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"1858","1851","7",85.2000,"672",2.8000
E01000314,Barnet 032F,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1865","1865","0",74.3000,"658",2.8000
E01000315,Barnet 022F,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1715","1715","0",33.9000,"614",2.8000
E01000316,Barnet 027E,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"2312","2312","0",56.9000,"874",2.6000
E01000317,Barnet 019D,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1613","1580","33",94.5000,"657",2.4000
E01000318,Barnet 019E,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1840","1820","20",67.6000,"610",3.0000
E01000319,Barnet 027F,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"1500","1500","0",94.3000,"529",2.8000
E01000320,Barnet 011D,E02000034,Barnet 011,E09000003,Barnet,E12000007,London,"1475","1475","0",63.2000,"628",2.3000
E01000321,Barnet 012E,E02000035,Barnet 012,E09000003,Barnet,E12000007,London,"1635","1577","58",93.4000,"700",2.3000
E01000322,Barnet 011E,E02000034,Barnet 011,E09000003,Barnet,E12000007,London,"1717","1675","42",83.9000,"774",2.2000
E01000323,Barnet 019F,E02000042,Barnet 019,E09000003,Barnet,E12000007,London,"1982","1916","66",92.6000,"865",2.2000
E01000324,Barnet 015F,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"1786","1762","24",65.8000,"655",2.7000
E01000325,Bexley 014A,E02000078,Bexley 014,E09000004,Bexley,E12000007,London,"1610","1610","0",41.1000,"583",2.8000
E01000326,Bexley 014B,E02000078,Bexley 014,E09000004,Bexley,E12000007,London,"1295","1295","0",47.4000,"544",2.4000
E01000327,Bexley 017A,E02000081,Bexley 017,E09000004,Bexley,E12000007,London,"1543","1543","0",39.4000,"604",2.6000
E01000328,Bexley 017B,E02000081,Bexley 017,E09000004,Bexley,E12000007,London,"1480","1470","10",27.2000,"596",2.5000
E01000329,Bexley 017C,E02000081,Bexley 017,E09000004,Bexley,E12000007,London,"1316","1299","17",27.4000,"517",2.5000
E01000330,Bexley 017D,E02000081,Bexley 017,E09000004,Bexley,E12000007,London,"1544","1544","0",60.5000,"772",2.0000
E01000331,Bexley 017E,E02000081,Bexley 017,E09000004,Bexley,E12000007,London,"1630","1630","0",30.5000,"617",2.6000
E01000332,Bexley 005A,E02000069,Bexley 005,E09000004,Bexley,E12000007,London,"1529","1529","0",55.0000,"611",2.5000
E01000333,Bexley 003A,E02000067,Bexley 003,E09000004,Bexley,E12000007,London,"1666","1653","13",57.3000,"793",2.1000
E01000334,Bexley 006A,E02000070,Bexley 006,E09000004,Bexley,E12000007,London,"1611","1611","0",60.8000,"640",2.5000
E01000335,Bexley 003B,E02000067,Bexley 003,E09000004,Bexley,E12000007,London,"1794","1794","0",12.9000,"638",2.8000
E01000336,Bexley 003C,E02000067,Bexley 003,E09000004,Bexley,E12000007,London,"1886","1886","0",104.3000,"793",2.4000
E01000337,Bexley 003D,E02000067,Bexley 003,E09000004,Bexley,E12000007,London,"1653","1653","0",60.2000,"663",2.5000
E01000338,Bexley 003E,E02000067,Bexley 003,E09000004,Bexley,E12000007,London,"1751","1751","0",101.1000,"693",2.5000
E01000339,Bexley 025A,E02000089,Bexley 025,E09000004,Bexley,E12000007,London,"1530","1530","0",60.0000,"602",2.5000
E01000340,Bexley 018A,E02000082,Bexley 018,E09000004,Bexley,E12000007,London,"1502","1502","0",64.6000,"619",2.4000
E01000341,Bexley 022A,E02000086,Bexley 022,E09000004,Bexley,E12000007,London,"1490","1485","5",61.3000,"610",2.4000
E01000342,Bexley 022B,E02000086,Bexley 022,E09000004,Bexley,E12000007,London,"1595","1595","0",72.9000,"644",2.5000
E01000343,Bexley 022C,E02000086,Bexley 022,E09000004,Bexley,E12000007,London,"1535","1535","0",50.7000,"550",2.8000
E01000344,Bexley 025B,E02000089,Bexley 025,E09000004,Bexley,E12000007,London,"1609","1609","0",71.1000,"646",2.5000
E01000345,Bexley 022D,E02000086,Bexley 022,E09000004,Bexley,E12000007,London,"1355","1355","0",65.2000,"487",2.8000
E01000346,Bexley 021A,E02000085,Bexley 021,E09000004,Bexley,E12000007,London,"1622","1622","0",46.6000,"625",2.6000
E01000347,Bexley 021B,E02000085,Bexley 021,E09000004,Bexley,E12000007,London,"1486","1486","0",75.6000,"618",2.4000
E01000348,Bexley 020A,E02000084,Bexley 020,E09000004,Bexley,E12000007,London,"1481","1481","0",50.5000,"523",2.8000
E01000349,Bexley 020B,E02000084,Bexley 020,E09000004,Bexley,E12000007,London,"1659","1659","0",49.8000,"650",2.6000
E01000350,Bexley 021C,E02000085,Bexley 021,E09000004,Bexley,E12000007,London,"1501","1501","0",55.7000,"521",2.9000
E01000351,Bexley 024A,E02000088,Bexley 024,E09000004,Bexley,E12000007,London,"1586","1586","0",50.7000,"616",2.6000
