LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
E01002242,Harrow 024D,E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"1890","1890","0",70.1000,"613",3.1000
E01002243,Havering 013A,E02000476,Havering 013,E09000016,Havering,E12000007,London,"1873","1852","21",79.3000,"847",2.2000
E01002244,Havering 011A,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1697","1697","0",50.7000,"749",2.3000
E01002245,Havering 011B,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1592","1546","46",62.4000,"630",2.5000
E01002246,Havering 017A,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1700","1620","80",31.3000,"637",2.5000
E01002247,Havering 017B,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1800","1800","0",55.1000,"729",2.5000
E01002248,Havering 017C,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1397","1395","2",26.1000,"592",2.4000
E01002249,Havering 017D,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1905","1905","0",33.3000,"746",2.6000
E01002250,Havering 017E,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1563","1563","0",14.6000,"642",2.4000
E01002251,Havering 017F,E02000480,Havering 017,E09000016,Havering,E12000007,London,"1430","1393","37",43.9000,"526",2.6000
E01002252,Havering 018A,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1511","1511","0",13.1000,"617",2.4000
E01002253,Havering 019A,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1539","1539","0",15.0000,"615",2.5000
E01002254,Havering 019B,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1616","1616","0",28.7000,"636",2.5000
E01002255,Havering 022A,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1483","1483","0",25.1000,"630",2.4000
E01002256,Havering 018B,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1498","1498","0",53.6000,"620",2.4000
E01002257,Havering 019C,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1719","1697","22",22.7000,"651",2.6000
E01002258,Havering 018C,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1676","1676","0",55.7000,"797",2.1000
E01002259,Havering 018D,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1486","1486","0",7.9000,"612",2.4000
E01002260,Havering 026A,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1535","1535","0",13.8000,"566",2.7000
E01002261,Havering 026B,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1649","1649","0",79.7000,"645",2.6000
E01002262,Havering 026C,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1626","1626","0",72.8000,"625",2.6000
E01002263,Havering 026D,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1599","1599","0",18.8000,"609",2.6000
E01002264,Havering 026E,E02000489,Havering 026,E09000016,Havering,E12000007,London,"1475","1475","0",72.8000,"710",2.1000
E01002265,Havering 025A,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1472","1472","0",28.6000,"638",2.3000
E01002266,Havering 027A,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1439","1439","0",41.8000,"600",2.4000
E01002267,Havering 027B,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1671","1671","0",80.0000,"734",2.3000
E01002268,Havering 010A,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1350","1350","0",15.9000,"519",2.6000
E01002269,Havering 010B,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1785","1785","0",23.2000,"678",2.6000
E01002270,Havering 015A,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1673","1664","9",24.7000,"634",2.6000
E01002271,Havering 015B,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1491","1479","12",27.2000,"515",2.9000
E01002272,Havering 014A,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1319","1319","0",58.5000,"536",2.5000
E01002273,Havering 015C,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1362","1309","53",16.3000,"490",2.7000
E01002274,Havering 014B,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1638","1638","0",53.3000,"692",2.4000
E01002275,Havering 015D,E02000478,Havering 015,E09000016,Havering,E12000007,London,"1359","1359","0",31.6000,"517",2.6000
E01002276,Havering 001A,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1926","1819","107",4.4000,"694",2.6000
E01002277,Havering 002A,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1494","1494","0",10.2000,"608",2.5000
E01002278,Havering 001B,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1599","1593","6",70.3000,"631",2.5000
E01002279,Havering 002B,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1584","1584","0",44.1000,"634",2.5000
E01002280,Havering 004A,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1522","1493","29",96.8000,"621",2.4000
E01002281,Havering 002C,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1614","1614","0",39.6000,"756",2.1000
E01002282,Havering 004B,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1594","1594","0",57.5000,"668",2.4000
E01002283,Havering 002D,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1517","1517","0",66.9000,"594",2.6000
E01002284,Havering 004C,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1842","1842","0",67.4000,"765",2.4000
E01002285,Havering 025B,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1245","1245","0",27.2000,"520",2.4000
E01002286,Havering 025C,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1650","1650","0",69.6000,"614",2.7000
E01002287,Havering 023A,E02000486,Havering 023,E09000016,Havering,E12000007,London,"1558","1558","0",69.2000,"602",2.6000
E01002288,Havering 025D,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1548","1548","0",45.5000,"554",2.8000
E01002289,Havering 022B,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1614","1614","0",59.4000,"621",2.6000
E01002290,Havering 025E,E02000488,Havering 025,E09000016,Havering,E12000007,London,"1516","1516","0",54.4000,"641",2.4000
E01002291,Havering 023B,E02000486,Havering 023,E09000016,Havering,E12000007,London,"1582","1582","0",52.2000,"775",2.0000
E01002292,Havering 022C,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1549","1549","0",44.6000,"637",2.4000
E01002293,Havering 007A,E02000470,Havering 007,E09000016,Havering,E12000007,London,"1591","1572","19",23.1000,"801",2.0000
E01002294,Havering 007B,E02000470,Havering 007,E09000016,Havering,E12000007,London,"1492","1478","14",12.1000,"626",2.4000
E01002295,Havering 010C,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1558","1525","33",56.0000,"670",2.3000
E01002296,Havering 007C,E02000470,Havering 007,E09000016,Havering,E12000007,London,"1673","1673","0",4.1000,"691",2.4000
E01002297,Havering 004D,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1484","1484","0",68.3000,"670",2.2000
E01002298,Havering 007D,E02000470,Havering 007,E09000016,Havering,E12000007,London,"1538","1538","0",33.9000,"654",2.4000
E01002299,Havering 002E,E02000465,Havering 002,E09000016,Havering,E12000007,London,"1721","1720","1",51.0000,"664",2.6000
E01002300,Havering 007E,E02000470,Havering 007,E09000016,Havering,E12000007,London,"1593","1593","0",48.1000,"715",2.2000
E01002301,Havering 003A,E02000466,Havering 003,E09000016,Havering,E12000007,London,"1561","1561","0",56.9000,"627",2.5000
E01002302,Havering 005A,E02000468,Havering 005,E09000016,Havering,E12000007,London,"1563","1563","0",54.6000,"598",2.6000
E01002303,Havering 003B,E02000466,Havering 003,E09000016,Havering,E12000007,London,"2043","2043","0",71.4000,"823",2.5000
E01002304,Havering 003C,E02000466,Havering 003,E09000016,Havering,E12000007,London,"1414","1315","99",2.7000,"524",2.5000
E01002305,Havering 005B,E02000468,Havering 005,E09000016,Havering,E12000007,London,"1519","1519","0",5.5000,"608",2.5000
E01002306,Havering 003D,E02000466,Havering 003,E09000016,Havering,E12000007,London,"1596","1596","0",89.2000,"625",2.6000
E01002307,Havering 003E,E02000466,Havering 003,E09000016,Havering,E12000007,London,"1673","1673","0",70.2000,"636",2.6000
E01002308,Havering 005C,E02000468,Havering 005,E09000016,Havering,E12000007,London,"1631","1631","0",36.0000,"670",2.4000
E01002309,Havering 006A,E02000469,Havering 006,E09000016,Havering,E12000007,London,"1539","1528","11",55.3000,"651",2.3000
E01002310,Havering 006B,E02000469,Havering 006,E09000016,Havering,E12000007,London,"1677","1577","100",59.6000,"712",2.2000
E01002311,Havering 006C,E02000469,Havering 006,E09000016,Havering,E12000007,London,"1690","1690","0",18.1000,"668",2.5000
E01002312,Havering 001C,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1400","1400","0",16.0000,"642",2.2000
E01002313,Havering 001D,E02000464,Havering 001,E09000016,Havering,E12000007,London,"1526","1526","0",38.8000,"630",2.4000
E01002314,Havering 004E,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1656","1656","0",88.0000,"623",2.7000
E01002315,Havering 006D,E02000469,Havering 006,E09000016,Havering,E12000007,London,"1537","1537","0",70.3000,"633",2.4000
E01002316,Havering 004F,E02000467,Havering 004,E09000016,Havering,E12000007,London,"1545","1535","10",62.9000,"740",2.1000
E01002317,Havering 014C,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1541","1528","13",41.1000,"544",2.8000
E01002318,Havering 014D,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1616","1616","0",54.1000,"614",2.6000
E01002319,Havering 016A,E02000479,Havering 016,E09000016,Havering,E12000007,London,"1596","1591","5",42.3000,"652",2.4000
E01002320,Havering 021A,E02000484,Havering 021,E09000016,Havering,E12000007,London,"1480","1480","0",72.7000,"537",2.8000
E01002321,Havering 021B,E02000484,Havering 021,E09000016,Havering,E12000007,London,"1642","1636","6",36.1000,"635",2.6000
E01002322,Havering 021C,E02000484,Havering 021,E09000016,Havering,E12000007,London,"1940","1940","0",45.4000,"731",2.7000
E01002323,Havering 021D,E02000484,Havering 021,E09000016,Havering,E12000007,London,"1682","1676","6",57.1000,"627",2.7000
E01002324,Havering 021E,E02000484,Havering 021,E09000016,Havering,E12000007,London,"1455","1455","0",30.9000,"650",2.2000
E01002325,Havering 011C,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1709","1709","0",22.6000,"755",2.3000
E01002326,Havering 005D,E02000468,Havering 005,E09000016,Havering,E12000007,London,"1496","1496","0",54.2000,"627",2.4000
E01002327,Havering 009A,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1476","1470","6",52.5000,"595",2.5000
E01002328,Havering 009B,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1685","1685","0",58.9000,"642",2.6000
E01002329,Havering 011D,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1615","1615","0",43.0000,"643",2.5000
E01002330,Havering 011E,E02000474,Havering 011,E09000016,Havering,E12000007,London,"1730","1730","0",35.7000,"737",2.3000
E01002331,Havering 005E,E02000468,Havering 005,E09000016,Havering,E12000007,London,"1573","1496","77",50.9000,"596",2.5000
E01002332,Havering 009C,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1631","1631","0",58.5000,"683",2.4000
E01002333,Havering 008A,E02000471,Havering 008,E09000016,Havering,E12000007,London,"1320","1312","8",48.1000,"516",2.5000
E01002334,Havering 008B,E02000471,Havering 008,E09000016,Havering,E12000007,London,"1663","1663","0",17.2000,"674",2.5000
E01002335,Havering 009D,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1445","1416","29",69.4000,"592",2.4000
E01002336,Havering 008C,E02000471,Havering 008,E09000016,Havering,E12000007,London,"1492","1492","0",58.4000,"612",2.4000
E01002337,Havering 012A,E02000475,Havering 012,E09000016,Havering,E12000007,London,"1301","1273","28",11.6000,"512",2.5000
E01002338,Havering 009E,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1371","1371","0",56.3000,"523",2.6000
E01002339,Havering 008D,E02000471,Havering 008,E09000016,Havering,E12000007,London,"1610","1610","0",40.4000,"602",2.7000
E01002340,Havering 009F,E02000472,Havering 009,E09000016,Havering,E12000007,London,"1381","1381","0",58.1000,"509",2.7000
E01002341,Havering 008E,E02000471,Havering 008,E09000016,Havering,E12000007,London,"1372","1372","0",56.4000,"557",2.5000
E01002342,Havering 030A,E02000493,Havering 030,E09000016,Havering,E12000007,London,"1588","1588","0",86.7000,"632",2.5000
E01002343,Havering 029A,E02000492,Havering 029,E09000016,Havering,E12000007,London,"1705","1684","21",35.4000,"636",2.6000
E01002344,Havering 029B,E02000492,Havering 029,E09000016,Havering,E12000007,London,"1528","1524","4",1.5000,"638",2.4000
E01002345,Havering 030B,E02000493,Havering 030,E09000016,Havering,E12000007,London,"1679","1679","0",38.0000,"756",2.2000
E01002346,Havering 030C,E02000493,Havering 030,E09000016,Havering,E12000007,London,"1503","1503","0",72.3000,"557",2.7000
E01002347,Havering 030D,E02000493,Havering 030,E09000016,Havering,E12000007,London,"1440","1440","0",31.6000,"526",2.7000
E01002348,Havering 029C,E02000492,Havering 029,E09000016,Havering,E12000007,London,"1531","1531","0",5.6000,"642",2.4000
E01002349,Havering 029D,E02000492,Havering 029,E09000016,Havering,E12000007,London,"1508","1508","0",26.0000,"608",2.5000
E01002350,Havering 016B,E02000479,Havering 016,E09000016,Havering,E12000007,London,"1551","1483","68",54.3000,"711",2.1000
E01002351,Havering 016C,E02000479,Havering 016,E09000016,Havering,E12000007,London,"1580","1580","0",80.8000,"653",2.4000
E01002352,Havering 016D,E02000479,Havering 016,E09000016,Havering,E12000007,London,"1635","1596","39",56.5000,"722",2.2000
E01002353,Havering 013B,E02000476,Havering 013,E09000016,Havering,E12000007,London,"2010","2005","5",43.7000,"832",2.4000
E01002354,Havering 012B,E02000475,Havering 012,E09000016,Havering,E12000007,London,"1372","1365","7",44.2000,"561",2.4000
E01002355,Havering 014E,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1470","1470","0",64.3000,"574",2.6000
E01002356,Havering 013C,E02000476,Havering 013,E09000016,Havering,E12000007,London,"2143","2135","8",58.7000,"1037",2.1000
E01002358,Havering 016E,E02000479,Havering 016,E09000016,Havering,E12000007,London,"1772","1772","0",78.1000,"791",2.2000
E01002359,Havering 020A,E02000483,Havering 020,E09000016,Havering,E12000007,London,"1322","1322","0",58.1000,"515",2.6000
E01002360,Havering 020B,E02000483,Havering 020,E09000016,Havering,E12000007,London,"1429","1429","0",37.1000,"742",1.9000
E01002361,Havering 020C,E02000483,Havering 020,E09000016,Havering,E12000007,London,"1700","1695","5",46.8000,"822",2.1000
E01002362,Havering 022D,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1494","1471","23",44.2000,"616",2.4000
E01002363,Havering 020D,E02000483,Havering 020,E09000016,Havering,E12000007,London,"1590","1566","24",64.1000,"686",2.3000
E01002364,Havering 023C,E02000486,Havering 023,E09000016,Havering,E12000007,London,"1446","1380","66",61.3000,"542",2.5000
E01002365,Havering 023D,E02000486,Havering 023,E09000016,Havering,E12000007,London,"1316","1316","0",57.7000,"552",2.4000
E01002366,Havering 023E,E02000486,Havering 023,E09000016,Havering,E12000007,London,"1464","1464","0",51.8000,"568",2.6000
E01002367,Havering 020E,E02000483,Havering 020,E09000016,Havering,E12000007,London,"1573","1550","23",41.5000,"658",2.4000
E01002368,Havering 028A,E02000491,Havering 028,E09000016,Havering,E12000007,London,"1594","1594","0",12.2000,"696",2.3000
E01002369,Havering 028B,E02000491,Havering 028,E09000016,Havering,E12000007,London,"1891","1884","7",39.1000,"730",2.6000
E01002370,Havering 028C,E02000491,Havering 028,E09000016,Havering,E12000007,London,"1973","1973","0",8.0000,"846",2.3000
E01002371,Havering 028D,E02000491,Havering 028,E09000016,Havering,E12000007,London,"1627","1627","0",57.7000,"643",2.5000
E01002372,Havering 027C,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1611","1611","0",73.3000,"603",2.7000
E01002373,Havering 027D,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1581","1581","0",50.7000,"628",2.5000
E01002374,Havering 027E,E02000490,Havering 027,E09000016,Havering,E12000007,London,"1526","1526","0",15.8000,"604",2.5000
E01002375,Havering 028E,E02000491,Havering 028,E09000016,Havering,E12000007,London,"1741","1696","45",66.4000,"688",2.5000
E01002376,Havering 012C,E02000475,Havering 012,E09000016,Havering,E12000007,London,"1442","1426","16",42.4000,"520",2.7000
E01002377,Havering 010D,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1638","1638","0",38.1000,"711",2.3000
E01002378,Havering 010E,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1678","1678","0",70.0000,"604",2.8000
E01002379,Havering 012D,E02000475,Havering 012,E09000016,Havering,E12000007,London,"1466","1458","8",41.0000,"659",2.2000
E01002380,Havering 012E,E02000475,Havering 012,E09000016,Havering,E12000007,London,"2076","2058","18",69.0000,"1036",2.0000
E01002381,Havering 012F,E02000475,Havering 012,E09000016,Havering,E12000007,London,"1539","1527","12",41.5000,"645",2.4000
E01002382,Havering 014F,E02000477,Havering 014,E09000016,Havering,E12000007,London,"1776","1776","0",56.5000,"765",2.3000
E01002383,Havering 010F,E02000473,Havering 010,E09000016,Havering,E12000007,London,"1579","1579","0",54.0000,"659",2.4000
E01002384,Havering 019D,E02000482,Havering 019,E09000016,Havering,E12000007,London,"1522","1522","0",31.9000,"644",2.4000
E01002385,Havering 024A,E02000487,Havering 024,E09000016,Havering,E12000007,London,"1596","1556","40",1.6000,"601",2.6000
E01002386,Havering 022E,E02000485,Havering 022,E09000016,Havering,E12000007,London,"1846","1839","7",33.8000,"871",2.1000
E01002387,Havering 024B,E02000487,Havering 024,E09000016,Havering,E12000007,London,"1605","1605","0",11.7000,"607",2.6000
E01002388,Havering 024C,E02000487,Havering 024,E09000016,Havering,E12000007,London,"1658","1620","38",45.2000,"608",2.7000
E01002389,Havering 024D,E02000487,Havering 024,E09000016,Havering,E12000007,London,"1535","1518","17",17.6000,"623",2.4000
E01002390,Havering 024E,E02000487,Havering 024,E09000016,Havering,E12000007,London,"1449","1449","0",42.6000,"531",2.7000
E01002391,Havering 018E,E02000481,Havering 018,E09000016,Havering,E12000007,London,"1622","1501","121",1.9000,"608",2.5000
E01002392,Hillingdon 020A,E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,"1675","1675","0",35.8000,"618",2.7000
E01002393,Hillingdon 020B,E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,"1988","1982","6",61.0000,"705",2.8000
E01002394,Hillingdon 021A,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1619","1619","0",55.1000,"508",3.2000
E01002395,Hillingdon 021B,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1407","1407","0",81.3000,"424",3.3000
E01002396,Hillingdon 026A,E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,"1749","1747","2",51.4000,"563",3.1000
E01002397,Hillingdon 021C,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1695","1689","6",95.5000,"514",3.3000
E01002398,Hillingdon 021D,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1725","1702","23",105.4000,"493",3.5000
E01002399,Hillingdon 021E,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1591","1591","0",90.0000,"474",3.4000
E01002400,Hillingdon 024A,E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"1792","1770","22",29.7000,"599",3.0000
E01002401,Hillingdon 024B,E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"1702","1673","29",51.3000,"609",2.7000
E01002402,Hillingdon 024C,E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"1499","1494","5",75.0000,"491",3.0000
E01002403,Hillingdon 024D,E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"1795","1795","0",87.9000,"543",3.3000
E01002404,Hillingdon 024E,E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"1838","1838","0",88.4000,"675",2.7000
E01002405,Hillingdon 027A,E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,"1919","1812","107",19.1000,"634",2.9000
E01002406,Hillingdon 027B,E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,"2135","2135","0",16.0000,"680",3.1000
E01002407,Hillingdon 030A,E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,"2354","2269","85",48.4000,"725",3.1000
E01002408,Hillingdon 019A,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"1527","1527","0",75.9000,"629",2.4000
E01002409,Hillingdon 019B,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"1773","1765","8",73.2000,"672",2.6000
E01002410,Hillingdon 017A,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,"1694","1694","0",41.6000,"638",2.7000
E01002411,Hillingdon 022A,E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,"1712","1703","9",35.2000,"632",2.7000
E01002412,Hillingdon 017B,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,"2291","2261","30",32.1000,"822",2.8000
E01002413,Hillingdon 022B,E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,"1530","1530","0",49.3000,"594",2.6000
E01002414,Hillingdon 015A,E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,"3314","1180","2134",36.1000,"527",2.2000
E01002415,Hillingdon 010A,E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,"1710","1710","0",63.6000,"643",2.7000
E01002416,Hillingdon 008A,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,"1741","1741","0",84.3000,"593",2.9000
E01002417,Hillingdon 008B,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,"1596","1596","0",49.3000,"638",2.5000
E01002418,Hillingdon 006A,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"1789","1789","0",64.7000,"658",2.7000
E01002419,Hillingdon 006B,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"1531","1531","0",51.8000,"611",2.5000
E01002420,Hillingdon 008C,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,"1595","1595","0",54.2000,"662",2.4000
E01002421,Hillingdon 008D,E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,"1696","1646","50",48.8000,"636",2.6000
E01002422,Hillingdon 018A,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1436","1436","0",74.2000,"494",2.9000
E01002423,Hillingdon 018B,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1645","1644","1",24.3000,"568",2.9000
E01002424,Hillingdon 018C,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1574","1574","0",42.6000,"526",3.0000
E01002425,Hillingdon 018D,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1795","1795","0",49.8000,"613",2.9000
E01002426,Hillingdon 021F,E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,"1783","1783","0",82.9000,"631",2.8000
E01002427,Hillingdon 018E,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1506","1444","62",74.0000,"514",2.8000
E01002428,Hillingdon 018F,E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"1470","1464","6",25.2000,"496",3.0000
E01002429,Hillingdon 019C,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"1413","1413","0",38.2000,"498",2.8000
E01002430,Hillingdon 007A,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,"1469","1469","0",16.1000,"524",2.8000
E01002431,Hillingdon 006C,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"1415","1415","0",50.4000,"489",2.9000
E01002432,Hillingdon 006D,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"1561","1561","0",48.2000,"635",2.5000
E01002433,Hillingdon 004A,E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,"1826","1823","3",39.6000,"782",2.3000
E01002434,Hillingdon 007B,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,"1358","1358","0",16.3000,"504",2.7000
E01002435,Hillingdon 007C,E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,"1436","1436","0",40.2000,"535",2.7000
E01002436,Hillingdon 004B,E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,"1608","1608","0",35.2000,"658",2.4000
E01002437,Hillingdon 006E,E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"1469","1469","0",34.0000,"608",2.4000
E01002438,Hillingdon 003A,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"1325","1240","85",3.6000,"480",2.6000
E01002439,Hillingdon 003B,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"1571","1482","89",22.3000,"608",2.4000
E01002440,Hillingdon 003C,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"1441","1441","0",8.2000,"618",2.3000
E01002441,Hillingdon 003D,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"1550","1506","44",2.2000,"667",2.3000
E01002442,Hillingdon 003E,E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"1512","1512","0",7.6000,"635",2.4000
E01002443,Hillingdon 032A,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,"1625","1625","0",6.2000,"547",3.0000
E01002444,Hillingdon 031A,E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,"1833","1551","282",1.2000,"625",2.5000
E01002445,Hillingdon 029A,E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,"1703","1703","0",88.4000,"588",2.9000
E01002446,Hillingdon 031B,E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,"1612","1562","50",8.3000,"592",2.6000
E01002447,Hillingdon 031C,E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,"1697","1696","1",9.0000,"623",2.7000
E01002448,Hillingdon 032B,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,"1957","1957","0",27.3000,"765",2.6000
E01002449,Hillingdon 032C,E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,"1772","1768","4",46.6000,"710",2.5000
E01002450,Hillingdon 014A,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"1421","1421","0",66.1000,"503",2.8000
E01002451,Hillingdon 014B,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"1514","1514","0",71.7000,"493",3.1000
E01002452,Hillingdon 014C,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"1539","1539","0",45.0000,"500",3.1000
E01002453,Hillingdon 014D,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"1692","1692","0",62.7000,"599",2.8000
E01002454,Hillingdon 014E,E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"1777","1777","0",10.8000,"661",2.7000
E01002455,Hillingdon 019D,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"1728","1724","4",47.1000,"652",2.6000
E01002456,Hillingdon 017C,E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,"1675","1629","46",53.6000,"621",2.6000
E01002457,Hillingdon 019E,E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"1560","1560","0",68.6000,"517",3.0000
E01002458,Hillingdon 011A,E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,"1416","1416","0",14.6000,"543",2.6000
E01002459,Hillingdon 011B,E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,"1624","1601","23",31.8000,"622",2.6000
