LSOA11CD,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20,imd_score,imd_decile,ptal_score,pop_density,road_density,node_density,MSOA11CD,RGN11CD
E01003581,328.0,0.0,0.0,0.0,0.0,26.783,3,8.389,17736.2,39106.0,748.0,E02000715,E12000007
E01003582,282.0,0.0,0.0,0.0,0.0,30.905,3,4.417,18646.4,53302.0,817.0,E02000715,E12000007
E01003583,294.0,0.0,0.0,0.0,0.0,28.482,3,5.249,21344.2,60441.0,1221.0,E02000715,E12000007
E01003584,263.0,0.0,0.0,0.0,0.0,29.49,3,7.221,5772.8,45278.0,1926.0,E02000716,E12000007
E01003585,224.0,0.0,0.0,0.0,0.0,27.968,3,13.662,22332.0,38915.0,667.0,E02000717,E12000007
E01003586,373.0,0.0,0.0,0.0,0.0,29.95,3,12.698,12285.5,38128.0,1066.0,E02000716,E12000007
E01003587,576.0,0.0,0.0,0.0,1.0,28.048,3,14.658,15431.4,64813.0,2730.0,E02000717,E12000007
E01003588,225.0,0.0,0.0,0.0,0.0,29.189,3,10.801,20939.6,39293.0,1063.0,E02000724,E12000007
E01003589,317.0,0.0,0.0,0.0,0.0,26.805,3,10.373,13498.2,38119.0,1418.0,E02000724,E12000007
E01003590,444.0,0.0,0.0,0.0,0.0,38.34,2,13.101,6235.9,57982.0,2613.0,E02000716,E12000007
E01003591,748.0,0.0,0.0,1.0,1.0,34.139,2,17.74,13706.0,38540.0,1337.0,E02000717,E12000007
E01003592,454.0,0.0,0.0,0.0,0.0,34.378,2,13.65,12913.8,35697.0,1211.0,E02000735,E12000007
E01003593,401.0,0.0,0.0,0.0,0.0,32.672,3,15.701,13860.3,45261.0,2306.0,E02000740,E12000007
E01003594,322.0,0.0,0.0,0.0,0.0,29.213,3,16.58,15775.9,57055.0,2186.0,E02000739,E12000007
E01003595,342.0,0.0,0.0,0.0,0.0,29.76,3,18.818,19567.6,64430.0,2748.0,E02000739,E12000007
E01003596,296.0,0.0,0.0,0.0,0.0,25.24,4,12.212,15371.5,52500.0,2380.0,E02000729,E12000007
E01003597,218.0,0.0,0.0,0.0,0.0,25.676,4,10.983,24430.8,27348.0,466.0,E02000729,E12000007
E01003598,378.0,0.0,0.0,0.0,0.0,31.237,3,15.902,26378.8,62139.0,1589.0,E02000734,E12000007
E01003599,366.0,0.0,0.0,0.0,0.0,31.152,3,13.422,12313.4,40716.0,1074.0,E02000735,E12000007
E01003600,392.0,0.0,0.0,0.0,0.0,34.336,2,17.25,14755.4,67852.0,3434.0,E02000734,E12000007
E01003601,1470.0,1.0,1.0,1.0,1.0,37.186,2,12.192,6224.5,42451.0,1493.0,E02000741,E12000007
E01003602,404.0,0.0,0.0,0.0,0.0,26.11,4,18.454,18347.3,51181.0,1398.0,E02000739,E12000007
E01003603,662.0,0.0,0.0,1.0,1.0,22.804,4,8.134,9566.1,61788.0,1854.0,E02000741,E12000007
E01003604,456.0,0.0,0.0,0.0,0.0,35.681,2,10.732,10347.9,84866.0,3485.0,E02000744,E12000007
E01003605,460.0,0.0,0.0,0.0,0.0,29.461,3,17.251,19509.9,51311.0,1191.0,E02000741,E12000007
E01003606,538.0,0.0,0.0,0.0,0.0,28.551,3,17.653,14785.9,49071.0,1165.0,E02000735,E12000007
E01003607,454.0,0.0,0.0,0.0,0.0,30.506,3,20.183,15075.6,49687.0,2358.0,E02000739,E12000007
E01003608,240.0,0.0,0.0,0.0,0.0,23.936,4,12.971,21871.0,51732.0,431.0,E02000741,E12000007
E01003609,374.0,0.0,0.0,0.0,0.0,23.035,4,7.188,10049.2,41905.0,2309.0,E02000750,E12000007
E01003611,442.0,0.0,0.0,0.0,0.0,31.396,3,9.159,13082.1,77799.0,4047.0,E02000750,E12000007
E01003615,392.0,0.0,0.0,0.0,0.0,27.328,3,11.614,15783.1,70108.0,4228.0,E02000726,E12000007
E01003616,672.0,0.0,0.0,1.0,1.0,29.41,3,34.632,12678.6,65208.0,4891.0,E02000725,E12000007
E01003617,856.0,0.0,1.0,1.0,1.0,30.044,3,59.165,12200.0,92787.0,6907.0,E02000725,E12000007
E01003618,815.0,0.0,1.0,1.0,1.0,26.797,3,25.25,14145.9,58187.0,3679.0,E02000725,E12000007
E01003619,1081.0,1.0,1.0,1.0,1.0,35.297,2,40.515,9775.6,51699.0,3142.0,E02000725,E12000007
E01003621,258.0,0.0,0.0,0.0,0.0,23.076,4,11.075,24656.7,77640.0,2593.0,E02000736,E12000007
E01003622,638.0,0.0,0.0,0.0,1.0,33.739,2,9.413,7537.3,55803.0,2288.0,E02000736,E12000007
E01003623,346.0,0.0,0.0,0.0,0.0,31.385,3,3.988,6449.8,45182.0,1908.0,E02000736,E12000007
E01003624,305.0,0.0,0.0,0.0,0.0,31.648,3,9.707,11819.5,36489.0,837.0,E02000737,E12000007
E01003625,305.0,0.0,0.0,0.0,0.0,28.623,3,2.247,5276.0,32182.0,944.0,E02000728,E12000007
E01003626,238.0,0.0,0.0,0.0,0.0,23.921,4,10.748,16409.8,32774.0,796.0,E02000728,E12000007
E01003627,250.0,0.0,0.0,0.0,0.0,28.43,3,15.825,19986.9,37677.0,820.0,E02000728,E12000007
E01003628,223.0,0.0,0.0,0.0,0.0,21.405,5,10.143,18202.4,46822.0,1096.0,E02000728,E12000007
E01003629,230.0,0.0,0.0,0.0,0.0,26.957,3,21.649,29907.8,46991.0,1028.0,E02000728,E12000007
E01003630,492.0,0.0,0.0,0.0,0.0,29.832,3,20.139,18103.4,75940.0,3550.0,E02000734,E12000007
E01003631,365.0,0.0,0.0,0.0,0.0,27.243,3,23.017,11268.1,65549.0,2454.0,E02000733,E12000007
E01003632,284.0,0.0,0.0,0.0,0.0,20.975,5,23.705,17713.7,43893.0,1510.0,E02000733,E12000007
E01003633,476.0,0.0,0.0,0.0,0.0,39.451,2,22.14,19303.5,118593.0,6061.0,E02000733,E12000007
E01003634,340.0,0.0,0.0,0.0,0.0,31.094,3,19.485,12050.9,78376.0,5060.0,E02000733,E12000007
E01003635,331.0,0.0,0.0,0.0,0.0,24.619,4,6.722,4602.8,40518.0,1611.0,E02000729,E12000007
E01003636,763.0,0.0,0.0,1.0,1.0,32.341,3,18.25,11203.5,63301.0,3587.0,E02000733,E12000007
E01003637,263.0,0.0,0.0,0.0,0.0,21.981,4,17.371,20074.4,45270.0,1397.0,E02000734,E12000007
E01003638,530.0,0.0,0.0,0.0,0.0,17.693,5,7.823,7131.6,46546.0,1990.0,E02000767,E12000007
E01003639,421.0,0.0,0.0,0.0,0.0,20.275,5,5.352,2176.8,17093.0,424.0,E02000763,E12000007
E01003640,400.0,0.0,0.0,0.0,0.0,17.809,5,0.892,319.5,10534.0,392.0,E02000763,E12000007
E01003641,206.0,0.0,0.0,0.0,0.0,14.28,6,6.081,7679.2,52760.0,1053.0,E02000763,E12000007
E01003642,499.0,0.0,0.0,0.0,0.0,16.546,6,5.416,5778.8,35985.0,576.0,E02000763,E12000007
E01003643,241.0,0.0,0.0,0.0,0.0,11.343,7,5.963,11364.3,42316.0,519.0,E02000767,E12000007
E01003644,186.0,0.0,0.0,0.0,0.0,12.62,7,6.949,10554.5,52291.0,772.0,E02000767,E12000007
E01003645,874.0,0.0,1.0,1.0,1.0,19.419,5,11.253,11037.6,62884.0,1792.0,E02000767,E12000007
E01003646,475.0,0.0,0.0,0.0,0.0,12.374,7,13.348,9350.9,61415.0,2519.0,E02000762,E12000007
E01003647,340.0,0.0,0.0,0.0,0.0,13.468,7,12.775,12360.3,48611.0,696.0,E02000765,E12000007
E01003648,165.0,0.0,0.0,0.0,0.0,7.595,9,5.116,6972.4,46022.0,904.0,E02000762,E12000007
E01003649,193.0,0.0,0.0,0.0,0.0,9.01,8,3.439,9064.4,32131.0,191.0,E02000762,E12000007
E01003650,304.0,0.0,0.0,0.0,0.0,16.216,6,6.182,9184.3,48304.0,782.0,E02000765,E12000007
E01003651,184.0,0.0,0.0,0.0,0.0,11.315,7,10.808,7790.3,37907.0,253.0,E02000762,E12000007
E01003652,173.0,0.0,0.0,0.0,0.0,8.078,9,7.699,9544.9,49266.0,1063.0,E02000765,E12000007
E01003653,586.0,0.0,0.0,0.0,1.0,14.35,6,13.671,10649.9,53044.0,1124.0,E02000765,E12000007
E01003654,236.0,0.0,0.0,0.0,0.0,18.26,5,9.138,7270.4,43185.0,1305.0,E02000754,E12000007
E01003655,295.0,0.0,0.0,0.0,0.0,10.104,8,11.136,6997.8,31120.0,591.0,E02000754,E12000007
E01003656,372.0,0.0,0.0,0.0,0.0,27.96,3,3.115,2875.3,33187.0,862.0,E02000755,E12000007
E01003657,466.0,0.0,0.0,0.0,0.0,12.312,7,2.739,5009.2,32418.0,792.0,E02000755,E12000007
E01003658,345.0,0.0,0.0,0.0,0.0,22.802,4,8.556,7391.5,35170.0,593.0,E02000754,E12000007
E01003659,274.0,0.0,0.0,0.0,0.0,10.666,8,2.7,4731.9,36793.0,771.0,E02000755,E12000007
E01003660,169.0,0.0,0.0,0.0,0.0,6.729,9,2.5,3277.3,17915.0,501.0,E02000754,E12000007
E01003661,360.0,0.0,0.0,0.0,0.0,18.026,5,10.565,10681.7,33812.0,644.0,E02000769,E12000007
E01003662,489.0,0.0,0.0,0.0,0.0,18.066,5,14.38,11711.3,34500.0,1092.0,E02000769,E12000007
E01003663,284.0,0.0,0.0,0.0,0.0,15.078,6,5.488,6207.2,26543.0,545.0,E02000769,E12000007
E01003664,271.0,0.0,0.0,0.0,0.0,15.719,6,1.537,11443.1,18549.0,193.0,E02000769,E12000007
E01003665,208.0,0.0,0.0,0.0,0.0,11.889,7,3.624,9982.5,28928.0,231.0,E02000769,E12000007
E01003666,651.0,0.0,0.0,1.0,1.0,20.279,5,4.473,13159.6,43167.0,895.0,E02000769,E12000007
E01003668,340.0,0.0,0.0,0.0,0.0,8.929,8,12.925,7804.5,38922.0,990.0,E02000757,E12000007
E01003669,307.0,0.0,0.0,0.0,0.0,6.169,9,4.763,8716.9,53372.0,679.0,E02000757,E12000007
E01003670,201.0,0.0,0.0,0.0,0.0,9.549,8,4.848,6286.4,28883.0,1206.0,E02000757,E12000007
E01003671,123.0,0.0,0.0,0.0,0.0,3.631,10,4.873,7700.3,26451.0,475.0,E02000757,E12000007
E01003672,278.0,0.0,0.0,0.0,0.0,17.186,6,8.672,9268.2,57710.0,2014.0,E02000757,E12000007
E01003673,261.0,0.0,0.0,0.0,0.0,10.701,8,6.371,9706.3,47798.0,1122.0,E02000757,E12000007
E01003674,666.0,0.0,0.0,1.0,1.0,8.999,8,10.545,9061.7,47569.0,1366.0,E02000757,E12000007
E01003675,469.0,0.0,0.0,0.0,0.0,14.67,6,11.503,7475.1,58114.0,1652.0,E02006925,E12000007
E01003676,238.0,0.0,0.0,0.0,0.0,10.273,8,10.176,10231.9,40162.0,582.0,E02006925,E12000007
E01003677,548.0,0.0,0.0,0.0,0.0,9.431,8,5.019,2955.7,33283.0,873.0,E02006925,E12000007
E01003678,195.0,0.0,0.0,0.0,0.0,9.727,8,3.196,6118.0,33737.0,603.0,E02006925,E12000007
E01003679,225.0,0.0,0.0,0.0,0.0,9.012,8,3.119,7845.7,39531.0,512.0,E02006925,E12000007
E01003680,303.0,0.0,0.0,0.0,0.0,7.709,9,2.553,8115.9,45254.0,550.0,E02006925,E12000007
E01003681,411.0,0.0,0.0,0.0,0.0,15.84,6,4.164,4187.3,55436.0,1526.0,E02006925,E12000007
E01003682,243.0,0.0,0.0,0.0,0.0,8.29,9,2.942,6678.6,45184.0,849.0,E02006925,E12000007
E01003683,339.0,0.0,0.0,0.0,0.0,20.176,5,3.942,18179.6,53972.0,231.0,E02000780,E12000007
E01003684,318.0,0.0,0.0,0.0,0.0,18.413,5,3.718,16571.9,38737.0,399.0,E02000780,E12000007
E01003685,384.0,0.0,0.0,0.0,0.0,20.929,5,5.965,16856.4,66960.0,289.0,E02000780,E12000007
E01003686,371.0,0.0,0.0,0.0,0.0,26.378,4,10.441,12212.8,39874.0,588.0,E02000780,E12000007
E01003688,480.0,0.0,0.0,0.0,0.0,25.262,4,8.524,13736.0,40802.0,526.0,E02000780,E12000007
E01003689,3811.0,1.0,1.0,1.0,1.0,31.258,3,29.503,8985.1,49035.0,2007.0,E02000780,E12000007
E01003690,1199.0,1.0,1.0,1.0,1.0,18.556,5,12.486,2773.8,33481.0,1695.0,E02006924,E12000007
E01003691,236.0,0.0,0.0,0.0,0.0,13.561,7,2.06,7031.5,44875.0,193.0,E02006924,E12000007
E01003692,357.0,0.0,0.0,0.0,0.0,14.631,6,17.252,10824.5,44197.0,813.0,E02006924,E12000007
E01003693,216.0,0.0,0.0,0.0,0.0,14.247,6,5.219,3830.7,49183.0,747.0,E02006924,E12000007
E01003694,200.0,0.0,0.0,0.0,0.0,16.177,6,11.076,6868.3,32865.0,199.0,E02006924,E12000007
E01003695,285.0,0.0,0.0,0.0,0.0,22.931,4,10.636,11985.8,26641.0,265.0,E02006924,E12000007
E01003696,269.0,0.0,0.0,0.0,0.0,11.491,7,12.775,9286.8,24889.0,468.0,E02006924,E12000007
E01003697,676.0,0.0,0.0,1.0,1.0,17.925,5,10.852,6341.3,46704.0,1183.0,E02006924,E12000007
E01003698,148.0,0.0,0.0,0.0,0.0,14.458,6,5.639,8217.6,35903.0,459.0,E02000756,E12000007
E01003699,347.0,0.0,0.0,0.0,0.0,13.898,7,5.775,1809.3,16846.0,477.0,E02000756,E12000007
E01003700,469.0,0.0,0.0,0.0,0.0,18.062,5,8.811,3830.4,26319.0,715.0,E02000756,E12000007
E01003701,581.0,0.0,0.0,0.0,1.0,16.423,6,14.165,6961.7,22954.0,802.0,E02000756,E12000007
E01003702,256.0,0.0,0.0,0.0,0.0,16.747,6,7.698,7264.5,38889.0,1113.0,E02000756,E12000007
E01003703,276.0,0.0,0.0,0.0,0.0,14.522,6,1.672,2669.2,33067.0,1194.0,E02000756,E12000007
E01003704,473.0,0.0,0.0,0.0,0.0,18.734,5,10.833,6963.7,17035.0,335.0,E02000756,E12000007
E01003705,552.0,0.0,0.0,0.0,0.0,14.277,6,10.451,7763.9,44567.0,1535.0,E02000760,E12000007
E01003706,196.0,0.0,0.0,0.0,0.0,16.311,6,3.822,8750.6,45639.0,496.0,E02000760,E12000007
E01003707,217.0,0.0,0.0,0.0,0.0,15.526,6,3.265,6103.8,42438.0,671.0,E02000758,E12000007
E01003708,370.0,0.0,0.0,0.0,0.0,28.999,3,2.568,4686.6,29113.0,636.0,E02000758,E12000007
E01003709,165.0,0.0,0.0,0.0,0.0,9.673,8,3.222,7492.6,38318.0,311.0,E02000758,E12000007
E01003710,170.0,0.0,0.0,0.0,0.0,10.916,8,3.594,6937.5,38044.0,633.0,E02000758,E12000007
E01003711,418.0,0.0,0.0,0.0,0.0,16.89,6,7.562,5245.5,48070.0,1882.0,E02000760,E12000007
E01003712,214.0,0.0,0.0,0.0,0.0,39.856,2,3.417,8907.4,45362.0,1424.0,E02000760,E12000007
E01003713,254.0,0.0,0.0,0.0,0.0,17.315,6,10.812,12755.6,49104.0,459.0,E02006800,E12000007
E01003714,551.0,0.0,0.0,0.0,0.0,19.087,5,13.183,13633.3,40848.0,449.0,E02006800,E12000007
E01003715,436.0,0.0,0.0,0.0,0.0,19.475,5,11.374,14223.4,38733.0,283.0,E02006800,E12000007
E01003716,366.0,0.0,0.0,0.0,0.0,22.223,4,7.222,5236.0,33825.0,889.0,E02006800,E12000007
E01003718,352.0,0.0,0.0,0.0,0.0,18.677,5,12.676,14033.6,39445.0,530.0,E02006800,E12000007
E01003719,700.0,0.0,0.0,1.0,1.0,23.275,4,9.41,6247.4,31607.0,783.0,E02006800,E12000007
E01003720,543.0,0.0,0.0,0.0,0.0,30.716,3,4.528,3646.4,28576.0,439.0,E02000752,E12000007
E01003721,380.0,0.0,0.0,0.0,0.0,19.545,5,9.197,10366.5,30831.0,358.0,E02000753,E12000007
E01003722,329.0,0.0,0.0,0.0,0.0,24.506,4,4.716,8760.9,41989.0,700.0,E02000752,E12000007
E01003723,465.0,0.0,0.0,0.0,0.0,28.091,3,4.89,6571.7,31078.0,440.0,E02000752,E12000007
E01003724,188.0,0.0,0.0,0.0,0.0,18.246,5,4.506,7105.9,24796.0,490.0,E02000753,E12000007
E01003725,209.0,0.0,0.0,0.0,0.0,26.212,4,5.869,11639.1,40806.0,546.0,E02000753,E12000007
E01003726,567.0,0.0,0.0,0.0,1.0,31.711,3,1.299,666.8,12267.0,413.0,E02000752,E12000007
E01003727,275.0,0.0,0.0,0.0,0.0,29.893,3,4.518,8291.4,39236.0,761.0,E02000753,E12000007
E01003728,512.0,0.0,0.0,0.0,0.0,29.17,3,25.695,17481.4,68936.0,2575.0,E02000782,E12000007
E01003729,879.0,0.0,1.0,1.0,1.0,29.466,3,14.629,14945.1,73238.0,543.0,E02000782,E12000007
E01003730,323.0,0.0,0.0,0.0,0.0,23.485,4,6.634,20862.7,50805.0,224.0,E02000782,E12000007
E01003731,293.0,0.0,0.0,0.0,0.0,26.421,4,5.106,10143.6,57687.0,1795.0,E02000783,E12000007
E01003732,407.0,0.0,0.0,0.0,0.0,33.926,2,2.889,15343.4,38037.0,901.0,E02000782,E12000007
E01003733,440.0,0.0,0.0,0.0,0.0,25.381,4,6.615,18774.3,34931.0,580.0,E02000782,E12000007
E01003734,551.0,0.0,0.0,0.0,0.0,22.036,4,11.564,14652.8,43243.0,979.0,E02000783,E12000007
E01003735,531.0,0.0,0.0,0.0,0.0,34.319,2,5.173,10394.3,43531.0,1012.0,E02000783,E12000007
E01003736,203.0,0.0,0.0,0.0,0.0,25.007,4,11.922,20596.6,36342.0,656.0,E02000783,E12000007
E01003737,327.0,0.0,0.0,0.0,0.0,14.602,6,4.986,8381.7,33201.0,881.0,E02000781,E12000007
E01003738,404.0,0.0,0.0,0.0,0.0,14.155,7,5.932,10236.8,62049.0,1646.0,E02000781,E12000007
E01003739,473.0,0.0,0.0,0.0,0.0,19.82,5,4.71,8325.2,46808.0,616.0,E02000781,E12000007
E01003740,493.0,0.0,0.0,0.0,0.0,18.38,5,4.864,4906.2,34291.0,621.0,E02000781,E12000007
E01003741,309.0,0.0,0.0,0.0,0.0,16.28,6,7.345,8575.6,55946.0,831.0,E02000781,E12000007
E01003742,376.0,0.0,0.0,0.0,0.0,15.083,6,9.436,16532.0,33397.0,277.0,E02000781,E12000007
E01003743,442.0,0.0,0.0,0.0,0.0,20.542,5,5.926,10937.3,55648.0,707.0,E02000781,E12000007
E01003744,132.0,0.0,0.0,0.0,0.0,8.383,9,3.261,2186.9,23020.0,588.0,E02000751,E12000007
E01003745,112.0,0.0,0.0,0.0,0.0,5.743,10,3.231,2891.1,22780.0,459.0,E02000751,E12000007
E01003746,243.0,0.0,0.0,0.0,0.0,4.117,10,4.027,2526.9,30351.0,777.0,E02000751,E12000007
E01003747,109.0,0.0,0.0,0.0,0.0,5.927,9,6.662,4562.5,21522.0,310.0,E02000751,E12000007
E01003748,416.0,0.0,0.0,0.0,0.0,4.929,10,7.792,4038.5,31381.0,818.0,E02000751,E12000007
E01003749,151.0,0.0,0.0,0.0,0.0,8.362,9,10.933,8626.6,38124.0,1127.0,E02000751,E12000007
E01003750,385.0,0.0,0.0,0.0,0.0,12.172,7,6.172,5127.3,30183.0,1075.0,E02000751,E12000007
E01003751,411.0,0.0,0.0,0.0,0.0,16.317,6,4.759,3808.4,20978.0,655.0,E02000770,E12000007
E01003752,420.0,0.0,0.0,0.0,0.0,12.74,7,10.358,12314.5,27467.0,435.0,E02000773,E12000007
E01003753,192.0,0.0,0.0,0.0,0.0,13.373,7,11.479,11432.7,35839.0,227.0,E02000770,E12000007
E01003754,200.0,0.0,0.0,0.0,0.0,13.011,7,7.776,10348.8,51194.0,461.0,E02000770,E12000007
E01003755,460.0,0.0,0.0,0.0,0.0,14.75,6,10.07,11068.8,36792.0,625.0,E02000773,E12000007
E01003756,442.0,0.0,0.0,0.0,0.0,16.868,6,6.81,9846.2,27975.0,391.0,E02000773,E12000007
E01003757,368.0,0.0,0.0,0.0,0.0,20.327,5,8.025,9415.6,27102.0,609.0,E02000770,E12000007
E01003758,441.0,0.0,0.0,0.0,0.0,21.133,5,6.232,11076.5,30312.0,635.0,E02000773,E12000007
E01003759,135.0,0.0,0.0,0.0,0.0,5.02,10,7.269,7005.3,28037.0,471.0,E02000759,E12000007
E01003760,315.0,0.0,0.0,0.0,0.0,15.006,6,5.045,6227.4,42123.0,1007.0,E02000759,E12000007
E01003761,340.0,0.0,0.0,0.0,0.0,39.737,2,3.234,17454.5,57724.0,1216.0,E02000759,E12000007
E01003762,264.0,0.0,0.0,0.0,0.0,14.079,7,3.649,6916.0,49362.0,1461.0,E02000759,E12000007
E01003763,390.0,0.0,0.0,0.0,0.0,11.372,7,2.302,2887.9,23868.0,650.0,E02000759,E12000007
E01003764,328.0,0.0,0.0,0.0,0.0,14.111,7,7.13,3959.7,38290.0,960.0,E02000759,E12000007
E01003765,336.0,0.0,0.0,0.0,0.0,8.499,9,9.527,8375.8,60392.0,1724.0,E02000759,E12000007
E01003766,249.0,0.0,0.0,0.0,0.0,19.514,5,7.739,14432.6,34906.0,623.0,E02000774,E12000007
E01003767,736.0,0.0,0.0,1.0,1.0,22.412,4,10.843,10909.1,40819.0,754.0,E02000774,E12000007
E01003768,673.0,0.0,0.0,1.0,1.0,29.257,3,9.06,11013.2,40186.0,993.0,E02000774,E12000007
E01003769,777.0,0.0,0.0,1.0,1.0,24.749,4,12.82,7769.0,44732.0,1413.0,E02000772,E12000007
E01003770,1842.0,1.0,1.0,1.0,1.0,16.679,6,5.432,4147.1,34642.0,1747.0,E02000772,E12000007
E01003771,510.0,0.0,0.0,0.0,0.0,16.92,6,7.496,7829.7,29687.0,435.0,E02000772,E12000007
E01003772,290.0,0.0,0.0,0.0,0.0,17.275,6,4.93,11916.0,55582.0,539.0,E02000774,E12000007
E01003773,415.0,0.0,0.0,0.0,0.0,14.99,6,10.761,7718.6,37700.0,1284.0,E02000772,E12000007
E01003774,205.0,0.0,0.0,0.0,0.0,8.887,8,9.714,7545.8,39580.0,758.0,E02000764,E12000007
E01003775,182.0,0.0,0.0,0.0,0.0,7.581,9,8.428,5009.1,47523.0,1514.0,E02000764,E12000007
E01003776,375.0,0.0,0.0,0.0,0.0,23.873,4,10.911,5010.1,40896.0,1427.0,E02000764,E12000007
E01003777,332.0,0.0,0.0,0.0,0.0,7.823,9,18.144,7745.2,31831.0,734.0,E02000764,E12000007
E01003778,872.0,0.0,1.0,1.0,1.0,9.642,8,18.158,5555.6,56842.0,1782.0,E02000764,E12000007
E01003779,233.0,0.0,0.0,0.0,0.0,14.112,7,16.896,9850.6,52787.0,2023.0,E02000764,E12000007
E01003780,114.0,0.0,0.0,0.0,0.0,5.828,10,3.484,5208.3,20133.0,200.0,E02000764,E12000007
E01003781,807.0,0.0,1.0,1.0,1.0,17.125,6,21.473,12019.1,24471.0,314.0,E02000776,E12000007
E01003782,369.0,0.0,0.0,0.0,0.0,21.961,4,19.546,10394.3,39742.0,1302.0,E02000776,E12000007
E01003783,2940.0,1.0,1.0,1.0,1.0,34.175,2,31.033,10738.5,56007.0,3013.0,E02000779,E12000007
E01003784,325.0,0.0,0.0,0.0,0.0,18.41,5,6.915,14522.4,35728.0,240.0,E02000779,E12000007
E01003785,533.0,0.0,0.0,0.0,0.0,25.704,4,10.184,5670.7,35818.0,490.0,E02000779,E12000007
E01003786,216.0,0.0,0.0,0.0,0.0,12.992,7,4.311,12574.9,32442.0,261.0,E02000776,E12000007
E01003787,221.0,0.0,0.0,0.0,0.0,15.402,6,8.027,12194.2,35842.0,236.0,E02000776,E12000007
E01003788,769.0,0.0,0.0,1.0,1.0,24.91,4,18.528,11526.4,56903.0,1797.0,E02000779,E12000007
E01003789,238.0,0.0,0.0,0.0,0.0,10.258,8,13.846,4606.9,29600.0,869.0,E02000768,E12000007
E01003790,226.0,0.0,0.0,0.0,0.0,16.218,6,0.792,1751.0,30730.0,1037.0,E02000777,E12000007
E01003791,223.0,0.0,0.0,0.0,0.0,15.669,6,5.63,1162.1,31266.0,977.0,E02000777,E12000007
E01003792,190.0,0.0,0.0,0.0,0.0,11.304,7,4.312,1821.6,37700.0,1068.0,E02000777,E12000007
E01003793,356.0,0.0,0.0,0.0,0.0,24.975,4,3.623,2770.3,38772.0,1399.0,E02000777,E12000007
E01003794,214.0,0.0,0.0,0.0,0.0,7.939,9,4.319,4352.3,39459.0,689.0,E02000768,E12000007
E01003795,269.0,0.0,0.0,0.0,0.0,8.353,9,4.093,1568.5,34215.0,1071.0,E02000768,E12000007
E01003796,210.0,0.0,0.0,0.0,0.0,9.481,8,9.257,6412.3,46227.0,1502.0,E02000768,E12000007
E01003797,183.0,0.0,0.0,0.0,0.0,5.944,9,6.109,3390.4,29795.0,687.0,E02000784,E12000007
E01003798,266.0,0.0,0.0,0.0,0.0,8.509,9,9.163,6333.3,29433.0,762.0,E02000784,E12000007
E01003799,314.0,0.0,0.0,0.0,0.0,7.18,9,6.33,1906.2,28254.0,1336.0,E02000784,E12000007
E01003800,286.0,0.0,0.0,0.0,0.0,13.145,7,11.134,5850.5,35017.0,1331.0,E02000784,E12000007
E01003801,137.0,0.0,0.0,0.0,0.0,4.028,10,8.477,4006.9,33461.0,1129.0,E02000784,E12000007
E01003802,114.0,0.0,0.0,0.0,0.0,4.675,10,5.282,3532.0,23228.0,957.0,E02000784,E12000007
E01003803,234.0,0.0,0.0,0.0,0.0,23.823,4,5.813,7652.6,30139.0,1207.0,E02000784,E12000007
E01003804,202.0,0.0,0.0,0.0,0.0,5.756,10,7.549,10542.6,39419.0,1050.0,E02000788,E12000007
E01003805,191.0,0.0,0.0,0.0,0.0,3.697,10,1.122,2164.2,55326.0,771.0,E02000795,E12000007
E01003806,213.0,0.0,0.0,0.0,0.0,8.022,9,0.812,355.4,29154.0,757.0,E02000795,E12000007
E01003807,539.0,0.0,0.0,0.0,0.0,7.831,9,9.865,10697.2,54614.0,1728.0,E02000788,E12000007
E01003808,251.0,0.0,0.0,0.0,0.0,5.994,9,9.596,13938.1,49275.0,1289.0,E02000788,E12000007
E01003809,258.0,0.0,0.0,0.0,0.0,6.067,9,4.662,4353.4,31005.0,704.0,E02000788,E12000007
E01003810,173.0,0.0,0.0,0.0,0.0,7.461,9,11.139,8610.7,43887.0,1192.0,E02000802,E12000007
E01003811,155.0,0.0,0.0,0.0,0.0,5.515,10,8.228,10325.3,40111.0,1132.0,E02000801,E12000007
E01003812,266.0,0.0,0.0,0.0,0.0,7.792,9,11.085,6395.6,40766.0,1816.0,E02000801,E12000007
E01003813,184.0,0.0,0.0,0.0,0.0,4.739,10,4.574,5108.8,26140.0,619.0,E02000802,E12000007
E01003814,189.0,0.0,0.0,0.0,0.0,8.961,8,6.429,4204.3,49609.0,1573.0,E02000802,E12000007
E01003815,386.0,0.0,0.0,0.0,0.0,8.914,8,4.819,3835.6,41043.0,1155.0,E02000802,E12000007
E01003816,272.0,0.0,0.0,0.0,0.0,12.147,7,1.713,572.3,29820.0,808.0,E02000795,E12000007
E01003817,454.0,0.0,0.0,0.0,0.0,11.002,8,1.101,484.4,30721.0,1058.0,E02000795,E12000007
E01003818,167.0,0.0,0.0,0.0,0.0,7.107,9,2.118,3308.6,49070.0,1914.0,E02000800,E12000007
E01003819,290.0,0.0,0.0,0.0,0.0,28.717,3,1.733,1684.2,29681.0,1028.0,E02000800,E12000007
E01003820,227.0,0.0,0.0,0.0,0.0,11.453,7,3.486,6887.1,42745.0,1301.0,E02000800,E12000007
E01003821,299.0,0.0,0.0,0.0,0.0,5.143,10,5.45,5714.8,103311.0,2783.0,E02000791,E12000007
E01003822,99.0,0.0,0.0,0.0,0.0,2.997,10,5.042,3946.0,22244.0,563.0,E02000806,E12000007
